,ep_id,description,directors,writers
453,21x13,"While searching for an admirable ancestor for a class project, Lisa discovers the story of a relative named Eliza Simpson, who may or may not have helped a slave escape to freedom.","Mike B. Anderson, Raymond S. Persi","Matt Groening, James L. Brooks, Sam Simon"
454,21x14,"When Bart unsuccessfully tries to play Homer and Marge against each other, he comes up with a dangerous prank that is sure to get their attention.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
455,21x15,"Bart gets Springfield Elementary School in legal trouble when he kisses the enigmatic daughter of two lawyers, while Lisa is depressed about being ostracized because she is smart.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
456,21x16,"Ned takes the Simpsons on a pilgrimage to Israel in order to try and save Homer, but soon discovers that he may not be worth saving.","Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
457,21x17,"Mr Burns is sent to prison for art theft, where a scary inmate introduces him to religion. Meanwhile Smithers becomes the boss at the plant, and Bart and Lisa try to share an ant farm.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
458,21x18,"Homer and Chief Wiggum's new friendship is put to the test when the chief becomes needy after being shot, while Marge suspects that Bart may be dealing drugs.","Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
459,21x19,"After a violent storm, Lisa tries to rally the townspeople and come to the rescue of a beached whale.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
460,21x20,"Springfield covers the town with surveillance cameras after Homer creates a bomb scare at the train station. Meanwhile, Lisa considers becoming a brunette so that people will take her more seriously.","Mike B. Anderson, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
461,21x21,"Homer, Apu and Reverend Lovejoy all suspect that Moe may have left with one of their wives after receiving a mysterious letter, but which one is it?","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
462,21x22,"Bart is convinced that the Simpsons' new friendly, unassuming neighbor is actually Sideshow Bob in disguise.","Mike B. Anderson, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
463,21x23,"Moe's gruff and abrasive personality makes him the perfect hyper-critical judge, and lands him a spot on American Idol. Meanwhile, Homer makes Marge uncomfortable when he starts spending more time at home with Moe's now closed.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
464,22x01,"While Homer and Bart accompany Krusty to Oslo so he can receive the Nobel Peace Prize, Marge enrolls Lisa for a week in performing arts camp.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
465,22x02,"Lisa uses the $50 she receives from Grandpa to give Nelson a microloan to jump-start his bicycle business, but soon comes to regret the decision.","Mike B. Anderson, Matthew Faughnan","Matt Groening, James L. Brooks, Sam Simon"
466,22x03,"Lisa takes over as manager of Bart's baseball team and uses statistical analysis to build a winner, but she takes all of the fun out of it and causes Bart to quit the team.","Mike B. Anderson, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
467,22x04,"A Satanic board game causes other popular board games to come to life, Homer and Marge rescue a possible killer and let him on their boat, and a parody of ""Twilight"" where Lisa falls for a young vampire.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
468,22x05,"When Lisa discovers that Marge was also a model student, she tries to find out where everything changed so that she doesn't repeat her mistakes. Meanwhile, a series of chance accidents cause Bart to replace Nelson as school bully.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
469,22x06,"After Mr. Burns finds out that he is dying, he has an accident and loses his memory, and all the townspeople use the situation to get their revenge on him.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
470,22x07,"Bart adopts a carrier pigeon, but Santa's Little Helper eats it.","Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
471,22x08,"Marge gets depressed when the rest of the family does not get into the holiday spirit, and she writes a letter, hoping to get some help; Mr. Burns and Moe's new friend delay the Simpsons as they attempt to travel to Hawaii for the holiday.","Mike B. Anderson, Bob Anderson, Matthew Schofield","Matt Groening, James L. Brooks, Sam Simon"
472,22x09,"Homer goes to prison after attempting to get out of a series of fines with a bribe, but agrees to a reduced sentence by informing on Fat Tony for the FBI.","Mike B. Anderson, Ralph Sosa","Matt Groening, James L. Brooks, Sam Simon"
473,22x10,Bart sets out to uncover the origins of a sword-shaped scar on his hand; Marge reconnects with three friends she fell out with years ago.,"Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
474,22x11,Moe tries to keep his 'straightness' a secret when he opens a gay bar; Skinner falls for a new teacher.,"Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
475,22x12,Homer picks up parenting advice from an 80s sitcom; Bart becomes involved in trading nuclear secrets.,"Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
476,22x13,"Moe employs Homer as his wing man, only to find Homer has more luck with the ladies than he does; Marge finds her first gray hair.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
477,22x14,"Bart's ""Angry Dad"" character gets his own movie, but when the movie starts winning awards, Homer tries to hog all the credit.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
478,22x15,Lisa's school project leads to the discovery of a new drug that makes the elderly less cranky and more tolerable.,"Mike B. Anderson, Matthew Schofield","Matt Groening, James L. Brooks, Sam Simon"
479,22x16,"After Tommy Chong walks away from the Cheech & Chong reunion tour, Homer goes on the road as his replacement. Meanwhile, Marge tries to help the cat lady with her hoarding problem.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
480,22x17,The tables are turned for Homer and Bart after a therapist cures Homer of his violent tendencies toward the boy.,"Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
481,22x18,"The family is greeted by folk singer Ewell Freestone when they visit a peach farm, but when Marge goes overboard with peach-inspired dishes, Lisa and Bart try to get rid of the unwanted fruit. Later, Lisa becomes a magician's apprentice to the legendary Great Raymondo who helps her develop her craft, but a schoolgirl crush clouds her judgment when she is coaxed into r... Read all","Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
482,22x19,"Selma falls in love with and marries Fat Tony, and Lisa discovers that Bart has a skill for finding truffles.","Mike B. Anderson, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
483,22x20,"Homer opens his own salon after he discovers that he has skills as a hair stylist, and Lisa becomes suspicious after Millhouse gets a 5th grade girlfriend.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
484,22x21,"While Homer takes the Duff Blimp for a joyride, Lisa discovers a secret room in the basement of Sprinfield Elementary School.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
485,22x22,"When Krabbapple gets suspended and put into detention after hurting Bart, Bart tries to break her out, but it ends that Flanders is the one that saves her life. But soon, Ned figures out that Edna has also dated other men such as Homer, Skinner Comic Book Guy and Aerosmith drummer Joey Kramer.","Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
486,23x01,"Homer tries to befriend the new security guard at the nuclear power plant, who for some unknown reason isn't interested and keeps having flashbacks to his violent past as a government agent.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
487,23x02,"Superintendant Chalmers gets fired after using unconventional methods to teach Bart and his friends about Teddy Roosevelt, so the boys take over Springfield Elementary until he gets his old job back.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
488,23x03,"Homer takes a dangerous dive into an isolated canyon on Candy Peak, but when a crashing boulder traps his arm, he channels Aron Ralston to save himself. In ""The Diving Bell and Butterball,"" the first of three hair-raising Halloween tales, a venomous spider bite leaves Homer paralyzed, but when Lisa discovers Homer's ability to communicate through natural gases, he is ... Read all","Mike B. Anderson, Matthew Faughnan","Matt Groening, James L. Brooks, Sam Simon"
489,23x04,"Homer is betrayed by his new assistant at work and winds up working for her, and Bart and Martin create a science project that brings joy to the seniors at the Springfield Retirement Castle.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
490,23x05,"Homer is worried that he is no longer the cool parent after Marge, Bart, and Lisa become foodies.","Mike B. Anderson, Timothy Bailey","Matt Groening, James L. Brooks, Sam Simon"
491,23x06,"Homer and Bart put together a team to author the next successful tween novel franchise and make a million dollars, but discover that they need Lisa's help to pull it off.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
492,23x07,"Homer gets promoted to accounts manager at the nuclear power plant, but soon learns the job robs you of your soul. Meanwhile, Lisa introduces Bart to ""Little Women.""","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
493,23x08,"Krusty the Clown is stuck in a rut when the television network pulls his show from the air and his talent agency drops him as a client. But when the Simpsons introduce him to seasoned agent Annie, they are surprised to learn that Annie was Krusty's very first agent. Despite their rocky relationship, Annie is convinced to re-sign Krusty and craft his career comeback. B... Read all","Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
494,23x09,Thirty years in the future the Simpsons get together for Christmas. Bart and Lisa are struggling as parents to connect with their children.,"Mike B. Anderson, Rob Oliver","Matt Groening, James L. Brooks, Sam Simon"
495,23x10,"Homer becomes the host of a popular political talk show, starts an ""everyman"" movement in Springfield, and ends up hand-picking Ted Nugent as the Republican nominee for president.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
496,23x11,"Lisa creates an online social network that becomes a Springfield obsession, but later becomes a victim of user backlash.","Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
497,23x12,"While Bart tries to regain Milhouse's friendship, Moe's bar cleaning rag tells his unlikely story of how he got to where he is today.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
498,23x13,"Lisa falls for an adventurous, Hemingway-esque young boy, while Bart and Millhouse set out to bust all the myths that surround Springfield Elementary School.","Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
499,23x14,"The town votes to kick the Simpsons out of Springfield, so they decide to move to the Outlands.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
500,23x15,"Bart becomes an urban vandal and decides to use Homer as his inspiration, while Apu hits hard times when a new trendy market takes all the Kwik-E-Mart customers.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
501,23x16,The family break into Homer's dreams Inception-style after he begins wetting the bed.,"Mike B. Anderson, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
502,23x17,"Mr. Burns replaces all of the nuclear plant employees with robots--except for Homer, who stays along to supervise the robots and serve as a human scapegoat.","Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
503,23x18,"Jimbo's girlfriend cheats on Jimbo with Bart, and Homer uses his new treadmill to catch up on a TV series about plane crash victims stranded on an island.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
504,23x19,"Bart gets the family to take the cruise vacation of his dreams, and then launches a fiendish plot to ensure that it goes on forever.","Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
505,23x20,"Homer uses his paid sick leave to improve his marriage, with the help of his imaginary friend, super-spy Stradivarius Cain. Meanwhile, Bart gets revenge on Nelson for stealing everyone's lunch money.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
506,23x21,"After Ned and Edna announce publicly that they were secretly married, the two clash over how to raise Rod and Todd.","Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
507,23x22,"After a desperate attempt by Lisa to become more popular backfires, Lady Gaga shows up in Springfield to help her with her self-esteem.","Mike B. Anderson, Matthew Schofield","Matt Groening, James L. Brooks, Sam Simon"
508,24x01,"The Simpsons go back to New York City so that Bart can find his old girlfriend Mary Spuckler. Meanwhile, Lisa and Marge spend the trip trying to take in New York culture on the cheap.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
509,24x02,"A black hole threatens to swallow Springfield, Homer tries to find the source of paranormal activity, and a ""Back to the Future"" parody in which Bart keeps Marge from marrying Homer.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
510,24x03,"Marge decides that she wants another baby, but Homer doesn't want one. Meanwhile, Bart tries to figure out where Lisa is secretly going after school.","Mike B. Anderson, Rob Oliver","Matt Groening, James L. Brooks, Sam Simon"
511,24x04,Homer invests Lisa's college fund on an online poker site. Meanwhile Abe disappears from the Springfield Retirement Castle.,"Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
512,24x05,"Fat Tony has to serve jury duty, and his clerk, Dan, must run the mafia while he's gone. Meanwhile, Lisa considers making a disgusting change to her diet.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
513,24x06,"Homer becomes addicted to his new tablet computer. But when it is destroyed Homer becomes despondent, until he finds and provides hope for Springfield in the most unlikely place.","Mike B. Anderson, Timothy Bailey","Matt Groening, James L. Brooks, Sam Simon"
514,24x07,"Homer befriends a hipster and invites his family to move in next door. However, their friendship soon sours as Springfield is transformed into a haven for ""coolness.""","Mike B. Anderson, Matthew Faughnan","Matt Groening, James L. Brooks, Sam Simon"
515,24x08,"When Homer shows no remorse over almost losing Santa's Little Helper, Grandpa tells everyone the story of Homer's childhood dog.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
516,24x09,"Homer joins the ""Springfield Preppers,"" an off-the-grid survivalist group whose leader has set up a top-secret retreat outside of town to prepare for the end of the world.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
517,24x10,"The fate of Springfield Elementary rests on Bart and his test scores, and Homer finds way to make money with his own parking meter.","Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
518,24x11,Homer and Marge find the perfect young couple and ask them to be the guardians for the kids in case something happens to them.,"Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
519,24x12,"Mary Spuckler returns to Springfield and begins a relationship with Bart. However, Bart treats her with disrespect.","Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
520,24x13,"Bart poses Millhouse as his father so that they can do adult activities, and Homer becomes skilled at finding lost objects thanks to Highlights magazine.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
521,24x14,"Homer's obsession with the TV show ""Storage Battles"" leads the family to discover Grampa's past identity as ""Gorgeous Godfrey,"" the most feared, villainous man in pro-wrestling history","Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
522,24x15,"Ned gets fed up with Homer and punches him in the eye, and Lisa is a bullying victim from her new substitute teacher.","Mike B. Anderson, Matthew Schofield","Matt Groening, James L. Brooks, Sam Simon"
523,24x16,"When Bart is accused of a prank he says he didn't commit, Lisa is forced to defend him in youth court, with former attorney general Janet Reno serving as judge.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
524,24x17,"Homer contemplates his next move after getting in the doghouse with Marge, while Millhouse's new Stanley Kowalski-inspired persona makes him suddenly attractive to Lisa.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
525,24x18,"Springfield gets a bedbug scare, the new assistant pastor at church appoints Homer as a deacon, and Marge loses her wedding dress.","Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
526,24x19,"A new makeover could put Moe in a position to make big money, Bart fails at his job of taking care of Grandpa, and Lisa fights the shameless exploitation of Bleeding Gums Murphy's likeness.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
527,24x20,"Bart takes piano lessons from a cute Russian girl, Marge tries to teach the girl's father how to drive, and Homer loses the last of his hair.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
528,24x21,"Homer, Moe, Lenny and Carl win the lottery, but Carl steals the ticket and leaves with the money for Iceland.","Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
529,24x22,"When Marge tries to buy Homer snack cakes for their anniversary, she winds up meeting a married man who shares a common love of British television.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
530,25x01,"Homer returns from a nuclear power convention a changed man, and Lisa begins to suspect that he has become a domestic terrorist.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
531,25x02,"The scariest Simpsons Halloween show yet, featuring an opening by Guillermo Del Toro.","Mike B. Anderson, Guillermo del Toro, Rob Oliver","Matt Groening, James L. Brooks, Sam Simon"
532,25x03,"While attending a funeral, Homer, Marge, Mr. Burns, and Kent Brockman recall a past regret and try to find a way to rectify the situation.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
533,25x04,Homer is stunned to learn he'll only live once. A pen pal from his youth helps him live that life to its fullest. Meanwhile Springfield Elementary institutes an honor code.,"Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
534,25x05,"Homer helps take care of a child that he delivered in an elevator, and Lisa tries to organize the Springfield Atoms cheerleaders against the team's greedy owner.","Mike B. Anderson, Matthew Faughnan","Matt Groening, James L. Brooks, Sam Simon"
535,25x06,"Lisa is distressed when she discovers that her new friend is a Republican, and they wind up running against each other as Springfield Elementary's second grade representative.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
536,25x07,Principal Skinner promises the students that the best-behaved can take a ride in a submarine. Bart believes his past indiscretions will be forgotten. Lisa tries to help Krusty by suggesting him to sell the foreign rights to his shows.,"Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
537,25x08,"When a sudden tourist spike means that the family cannot afford Christmas, the Simpsons open up their house to boarders.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
538,25x09,"Fed up with the high price of Hollywood films, Homer begins screening pirated movies in his backyard, but is busted by the FBI after Marge turns him in.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
539,25x10,Comic Book Guy seeks romantic advice from Homer when he falls for a Japanese woman who's interested in manga.,"Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
540,25x11,"Mr. Burns' Christmas present to his employees, a pair of augmented reality glasses, places a strain on Homer and Marge's relationship. Meanwhile, Bart wrestles with giving a Valentine's Day card to Nelson.","Mike B. Anderson, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
541,25x12,"Bart becomes friends with a schoolmate who enjoys falconry, but turns out to be mentally disturbed.","Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
542,25x13,"Lisa becomes friends with Sideshow Bob, who now has a new job working with genetically-altered foods. Meanwhile, Marge becomes frustrated teaching abstinence for the church.","Mike B. Anderson, Matthew Schofield","Matt Groening, James L. Brooks, Sam Simon"
543,25x14,"When Abe and two of his friends move in with the Simpsons after the Springfield Retirement Castle closes, Homer begins to embrace their lifestyle. Meanwhile, Nelson initiates Bart into the bully group after coming to his defense.","Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
544,25x15,The friendship between the Simpsons and the Van Houtens is challenged when a painting the Simpsons buy from the Van Houtens' yard sale is discovered to be extremely valuable.,"Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
545,25x16,Homer becomes a referee for the World Cup and finds himself tested by bribers when the Simpsons travel to Brazil.,"Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
546,25x17,"Marge becomes worried when Lisa starts dating a competitive eater-in-training, while Bart receives gifts from Snake Jailbird for helping him out.","Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
547,25x18,"Thirty years into the future, Bart is having trouble dealing with his divorce, Lisa is struggling with her marriage to Milhouse, and Marge is finally fed up after burying yet another Homer clone.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
548,25x19,Bart becomes a savior to Springfield couples trying to conceive when he inadvertently uses voodoo to get his art teacher pregnant.,"Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
549,25x20,The Lego version of Homer begins to suspect that his entire Lego world is not real when a toy triggers a flashback to an alternate reality.,"Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
550,25x21,"When Homer ruins his and Marge's chances of making a new couple friend, Marge decides to concentrate on finding a friend for Lisa. However, Lisa suddenly makes a new friend on her own.","Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
551,25x22,"Bart wins the annual ""last day of school"" race - with a little help from Nelson - and Homer attempts to bring back 4th of July fireworks, which have been canceled due to low budget cuts.","Mike B. Anderson, Timothy Bailey","Matt Groening, James L. Brooks, Sam Simon"
552,26x01,"Krusty has a crisis of conscience and retires from show business after his father dies before ever approving of his career. Meanwhile, Lisa becomes worried about Homer's health and life expectancy.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
553,26x02,"Homer and Bart turn to the open seas to improve their relationship, and Marge becomes a trash talking victim after she drafts Homer's fantasy football team.","Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
554,26x03,"Marge opens a sandwich franchise store after her sandwiches become a huge hit at Springfield Elementary. But running day-to-day at the store proves challenging, especially when the same franchise opens another location across the street.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
555,26x04,"The 25th annual 'Simpsons' Halloween special includes an alternate dimension, a ""Clockwork Orange""-style gang led by Moe and a visit from the Tracey Ullman-era Simpsons.","Mike B. Anderson, Matthew Faughnan","Matt Groening, James L. Brooks, Sam Simon"
556,26x05,An Assemblywoman brought in by Lisa to stop Mr. Burns' fracking operation ends up falling for him as much as he does for her.,"Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
557,26x06,"The Simpsons meet the Planet Express crew, who have come to Springfield in the present to stop them from destroying the future.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
558,26x07,"Bart tricks his family into a camping trip at a strange event known as ""Blazing Guy"" so that he can get revenge on his sadistic new fourth grade teacher.","Mike B. Anderson, Rob Oliver","Matt Groening, James L. Brooks, Sam Simon"
559,26x08,"Homer forms a cover band with other dads in town when he takes up bass guitar to deal with a mid-life crisis, but the band's modest success is soon overwhelmed by Apu's breakout potential.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
560,26x09,Marge kicks Homer out of the house for Christmas after he consoles Moe on Christmas Eve instead of going home.,"Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
561,26x10,An amusement park ride takes the Simpsons to the home planet of Kang and Kodos.,"Mike B. Anderson, David Silverman","Matt Groening, James L. Brooks, Sam Simon"
562,26x11,"Homer is hypnotized into believing he's ten years old and ends up stuck in his new age when the hypnotist dies, so he bonds with Bart and refuses to take back the responsibilities of adulthood.","Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
563,26x12,"Inventor Elon Musk comes to Springfield, and Homer inspires him with a new idea that could revolutionize Springfield, but winds up costing Mr. Burns a ton of money.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
564,26x13,"Marge tries to get Homer to lose weight. But instead, he finds a support group that encourages him to embrace his largeness.","Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
565,26x14,"Marge gets a job as a driver for a transportation app service, while Moe is forced to work as a janitor at the nuclear plant after Homer causes the bar to go bankrupt.","Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
566,26x15,Moe falls in love with a Nigerian princess whose father is working out a uranium deal with Mr. Burns.,"Mike B. Anderson, Timothy Bailey","Matt Groening, James L. Brooks, Sam Simon"
567,26x16,"The congregation, led by Marge, is forced to resort to gambling in order to collect money to fix the church, which Chief Wiggum destroyed with a jet pack he received by mistake.","Mike B. Anderson, Rob Oliver","Matt Groening, James L. Brooks, Sam Simon"
568,26x17,"After ""Duffman"" retires, Homer wins a reality competition to become his replacement. But his contract states that he cannot drink beer, which gives him a new perspective on alcohol.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
569,26x18,"Marge decides to follow Bart everywhere until he confesses to being involved in a bulldozer crash. Meanwhile, Homer ignores Santa's Little Helper when Ned gets a new dog.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
570,26x19,The story of Bart and Lisa's rivalry is told when Homer finds an old film strip.,"Mike B. Anderson, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
571,26x20,Bart takes up smoking e-cigarettes to impress Milhouse's cousin Annika while the rest of the family learns about Grampa's days in the Air Force.,"Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
572,26x21,"Bart gets bullied at a school dance, so Marge gets an anti-bullying law passed, which results in Homer being put in therapy for bulling Ned.","Mike B. Anderson, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
573,26x22,"Groundskeeper Willie becomes the coach of the mathletes, Lisa and other kids from Springfield Elementary compete against Waverly Hills Elementary.","Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
